id,seed,DeltaRandom,DDecrease,D_t,B,LT,LS,LF,LL,delta,lobjval,lz1,lz2,fobjval,tot_runtime,gapf,best_it,himprov,solved
IR_B5000_D1666_F3_L4_T_15_seed_3,3,False,False,1666,5000,15,3,3,4,0.7,5000.0,0.0,5000.0,322542.0,3.37,0.0,24,0.0,True
IR_B5000_D1666_F3_L4_T_15_seed_4,4,False,False,1666,5000,15,3,3,4,0.7,5000.0,0.0,5000.0,309776.0,3.23,0.0,24,0.0,True
IR_B7000_D2333_F3_L4_T_15_seed_0,0,False,False,2333,7000,15,3,3,4,0.7,7000.0,0.0,7000.0,405016.0,3.16,0.0,8,0.0,True
IR_B7000_D2333_F3_L4_T_15_seed_1,1,False,False,2333,7000,15,3,3,4,0.7,7000.0,0.0,7000.0,410542.0,3.19,0.0,8,0.0,True
IR_B7000_D2333_F3_L4_T_15_seed_2,2,False,False,2333,7000,15,3,3,4,0.7,6828.0,0.0,6828.0,435684.0,3.8,0.0,6,2.46,True
IR_B7000_D2333_F3_L4_T_15_seed_3,3,False,False,2333,7000,15,3,3,4,0.7,7000.0,0.0,7000.0,451554.0,3.19,0.0,11,0.0,True
IR_B7000_D2333_F3_L4_T_15_seed_4,4,False,False,2333,7000,15,3,3,4,0.7,7000.0,0.0,7000.0,433671.0,3.22,0.0,10,0.0,True
IR_B10000_D3333_F3_L4_T_15_seed_0,0,False,False,3333,10000,15,3,3,4,0.7,10000.0,0.0,10000.0,578692.0,3.15,0.0,5,0.0,True
IR_B10000_D3333_F3_L4_T_15_seed_1,1,False,False,3333,10000,15,3,3,4,0.7,10000.0,0.0,10000.0,586580.0,3.27,0.0,5,0.0,True
IR_B10000_D3333_F3_L4_T_15_seed_2,2,False,False,3333,10000,15,3,3,4,0.7,10000.0,0.0,10000.0,622471.0,3.2,0.0,21,0.0,True
IR_B10000_D3333_F3_L4_T_15_seed_3,3,False,False,3333,10000,15,3,3,4,0.7,10000.0,0.0,10000.0,645098.0,3.12,0.0,21,0.0,True
IR_B10000_D3333_F3_L4_T_15_seed_4,4,False,False,3333,10000,15,3,3,4,0.7,10000.0,0.0,10000.0,619628.0,3.16,0.0,5,0.0,True
IR_B3000_D1000_F3_L8_T_15_seed_0,0,False,False,1000,3000,15,3,3,8,0.7,3000.0,0.0,3000.0,175637.0,3.82,0.0,1,0.0,True
IR_B3000_D1000_F3_L8_T_15_seed_1,1,False,False,1000,3000,15,3,3,8,0.7,3000.0,0.0,3000.0,171439.0,3.8,0.0,1,0.0,True
IR_B3000_D1000_F3_L8_T_15_seed_2,2,False,False,1000,3000,15,3,3,8,0.7,3000.0,0.0,3000.0,196251.0,4.53,0.0,22,0.0,True
IR_B3000_D1000_F3_L8_T_15_seed_3,3,False,False,1000,3000,15,3,3,8,0.7,3000.0,0.0,3000.0,160848.0,3.77,0.0,1,0.0,True
IR_B3000_D1000_F3_L8_T_15_seed_4,4,False,False,1000,3000,15,3,3,8,0.7,3000.0,0.0,3000.0,187837.0,3.86,0.0,1,0.0,True
IR_B5000_D1666_F3_L8_T_15_seed_0,0,False,False,1666,5000,15,3,3,8,0.7,5000.0,0.0,5000.0,292739.0,4.57,0.0,12,0.0,True
IR_B5000_D1666_F3_L8_T_15_seed_1,1,False,False,1666,5000,15,3,3,8,0.7,5000.0,0.0,5000.0,285730.0,4.55,0.0,12,0.0,True
IR_B5000_D1666_F3_L8_T_15_seed_2,2,False,False,1666,5000,15,3,3,8,0.7,5000.0,0.0,5000.0,327051.0,3.83,0.0,1,0.0,True
IR_B5000_D1666_F3_L8_T_15_seed_3,3,False,False,1666,5000,15,3,3,8,0.7,5000.0,0.0,5000.0,268092.0,4.75,0.0,7,0.0,True
IR_B5000_D1666_F3_L8_T_15_seed_4,4,False,False,1666,5000,15,3,3,8,0.7,5000.0,0.0,5000.0,313078.0,4.79,0.0,5,0.0,True
IR_B7000_D2333_F3_L8_T_15_seed_0,0,False,False,2333,7000,15,3,3,8,0.7,7000.0,0.0,7000.0,409860.0,4.58,0.0,6,0.0,True
IR_B7000_D2333_F3_L8_T_15_seed_1,1,False,False,2333,7000,15,3,3,8,0.7,7000.0,0.0,7000.0,400045.0,4.48,0.0,6,0.0,True
IR_B7000_D2333_F3_L8_T_15_seed_2,2,False,False,2333,7000,15,3,3,8,0.7,7000.0,0.0,7000.0,457865.0,4.86,0.0,7,0.0,True
IR_B7000_D2333_F3_L8_T_15_seed_3,3,False,False,2333,7000,15,3,3,8,0.7,7000.0,0.0,7000.0,375328.0,4.7,0.0,2,0.0,True
IR_B7000_D2333_F3_L8_T_15_seed_4,4,False,False,2333,7000,15,3,3,8,0.7,7000.0,0.0,7000.0,438346.0,4.84,0.0,8,0.0,True
IR_B10000_D3333_F3_L8_T_15_seed_0,0,False,False,3333,10000,15,3,3,8,0.7,10000.0,0.0,10000.0,585554.0,4.66,0.0,19,0.0,True
IR_B10000_D3333_F3_L8_T_15_seed_1,1,False,False,3333,10000,15,3,3,8,0.7,10000.0,0.0,10000.0,571541.0,4.44,0.0,19,0.0,True
IR_B10000_D3333_F3_L8_T_15_seed_2,2,False,False,3333,10000,15,3,3,8,0.7,10000.0,0.0,10000.0,654161.0,3.77,0.0,1,0.0,True
IR_B10000_D3333_F3_L8_T_15_seed_3,3,False,False,3333,10000,15,3,3,8,0.7,10000.0,0.0,10000.0,536244.0,4.64,0.0,4,0.0,True
